tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
Orientamento; Digitalizzazione; Cittadinanza e Legalità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Metodologie Didattiche Innovative,Curricolo Verticale Integrato,Orientamento | Digitalizzazione | Cittadinanza e Legalità
Orientamento; Arte e Creatività; Digitalizzazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Accademia delle Arti e Nuove Tecnologie (AFAM),Orientamento | Arte e Creatività | Digitalizzazione
Orientamento; Sostenibilità e Ambiente; Digitalizzazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Metodologie Didattiche Innovative,Laboratori STEM con Approccio Triadico,Orientamento | Sostenibilità e Ambiente | Digitalizzazione
Orientamento; Digitalizzazione; Sostenibilità e Ambiente,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Rete Dialogues e Rete Trigitale,Orientamento | Digitalizzazione | Sostenibilità e Ambiente
Orientamento; Valutazione e Autovalutazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto PRIN 2022 con Università Sapienza e SISSA,Orientamento | Valutazione e Autovalutazione
Arte e Creatività; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Esperienze Territoriali Significative,Student Doc Fest - Festival del Documentario,Arte e Creatività | Orientamento
Orientamento; Lettura e Scrittura,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Approccio al Giornalismo con Agenzie di Stampa,Orientamento | Lettura e Scrittura
Arte e Creatività; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Premio David Giovani con Agiscuola,Arte e Creatività | Orientamento
Orientamento; Intercultura,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto Diplomacy Education con Global Action,Orientamento | Intercultura
Orientamento; Cittadinanza e Legalità; Educazione Civica,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Conoscere le età della vita - Approccio alla Scuola dell'Infanzia,Orientamento | Cittadinanza e Legalità | Educazione Civica
Imprenditorialità; Digitalizzazione; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Idee in azione - Impresa Simulata con Junior Achievement,Imprenditorialità | Digitalizzazione | Orientamento
Lingue Straniere; Intercultura; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Italy Reads - Lettura critica in lingua inglese,Lingue Straniere | Intercultura | Orientamento
Orientamento; Arte e Creatività; Digitalizzazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Metodologie Didattiche Innovative,Parkour - Percorsi narrativi per l'orientamento,Orientamento | Arte e Creatività | Digitalizzazione
Cittadinanza e Legalità; Lettura e Scrittura; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Biblioteca come luogo di crescita - Lettura animata,Cittadinanza e Legalità | Lettura e Scrittura | Orientamento
Orientamento; Imprenditorialità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Sviluppa la tua occupabilità con Università Europea di Roma,Orientamento | Imprenditorialità
Orientamento; Lettura e Scrittura,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Università LUMSA per metodo di studio,Orientamento | Lettura e Scrittura
Orientamento; Digitalizzazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Orientamento Next Generation con Università di Roma Tre,Orientamento | Digitalizzazione
Digitalizzazione; Cittadinanza e Legalità; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto Media Literacy sul giornalismo scientifico,Digitalizzazione | Cittadinanza e Legalità | Orientamento
Imprenditorialità; Orientamento; Cittadinanza e Legalità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Public Speaking - Tor Vergata,Imprenditorialità | Orientamento | Cittadinanza e Legalità
Orientamento; Scienze e Ricerca; Imprenditorialità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Food&Wine - Tor Vergata,Orientamento | Scienze e Ricerca | Imprenditorialità
Orientamento; Lingue Straniere,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Laboratorio di Interpretariato e Traduzione SSML,Orientamento | Lingue Straniere
Orientamento; Lingue Straniere,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto UNINT 'La Professione dell'Interprete',Orientamento | Lingue Straniere
Orientamento; Arte e Creatività,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Premio David Giovani - Giurati e Contest Cinematografico,Orientamento | Arte e Creatività
Cittadinanza e Legalità; Inclusione e BES; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Albero delle Identità per i Diritti Umani,Cittadinanza e Legalità | Inclusione e BES | Orientamento
Digitalizzazione; Orientamento; Scienze e Ricerca,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Metodologie Didattiche Innovative,Intelligenza Artificiale Generativa e Robotica Sociale,Digitalizzazione | Orientamento | Scienze e Ricerca
Orientamento; Digitalizzazione; Sostenibilità e Ambiente,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Esperienze Territoriali Significative,MapparomaLab-dentro la città,Orientamento | Digitalizzazione | Sostenibilità e Ambiente
Orientamento; Digitalizzazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Orientamento in uscita modulare,Orientamento | Digitalizzazione
Inclusione e BES; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto Tattile con Museum ODV,Inclusione e BES | Orientamento
Orientamento; Sostenibilità e Ambiente,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Analisi della Qualità della Vita Urbana,Orientamento | Sostenibilità e Ambiente
Orientamento; Cittadinanza e Legalità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Professioni Museali con Università di Roma Tre,Orientamento | Cittadinanza e Legalità
Orientamento; Imprenditorialità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Metodologie Didattiche Innovative,Digital Storytelling per l'Orientamento,Orientamento | Imprenditorialità
Sostenibilità e Ambiente; Cittadinanza e Legalità; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto Sicurezza alimentare e sostenibilità ambientale,Sostenibilità e Ambiente | Cittadinanza e Legalità | Orientamento
Imprenditorialità; Cittadinanza e Legalità; Orientamento,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Progetto Educazione finanziaria,Imprenditorialità | Cittadinanza e Legalità | Orientamento
Lingue Straniere; Orientamento; Digitalizzazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto ERASMUS + Jean Monnet “EUPress”,Lingue Straniere | Orientamento | Digitalizzazione
Orientamento; Cittadinanza e Legalità,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Machiavelli SMART,Orientamento | Cittadinanza e Legalità
Orientamento; Valutazione e Autovalutazione,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Orientamento in uscita con monitoraggio e questionari,Orientamento | Valutazione e Autovalutazione
Orientamento; PCTO/Alternanza,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Progetti e Attività Esemplari,Didattica orientativa e laboratoriale con tutor esterni,Orientamento | PCTO/Alternanza
Orientamento; Formazione Docenti,Sicilia,Palermo,Niccolo' Machiavelli,PATDEE500L,II Grado,Liceo,Metodologie Didattiche Innovative,Formazione su Didattica per Competenze,Orientamento | Formazione Docenti
PCTO/Alternanza; Cittadinanza e Legalità,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Esperienze Territoriali Significative,PCTO presso poli museali,PCTO/Alternanza | Cittadinanza e Legalità
Digitalizzazione; Orientamento,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Progetti e Attività Esemplari,Progetto InnovativaMente - Ambienti di apprendimento innovativi,Digitalizzazione | Orientamento
Digitalizzazione; Orientamento,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Progetti e Attività Esemplari,Laboratorio polifunzionale per professioni digitali,Digitalizzazione | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Progetti e Attività Esemplari,Corsi di Certificazione Linguistica Internazionale,Lingue Straniere | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Partnership e Collaborazioni Strategiche,Accordo con Cambridge International Examinations,Lingue Straniere | Orientamento
Orientamento; Nuove Competenze,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Progetti e Attività Esemplari,Moduli di Orientamento Formativo,Orientamento | Nuove Competenze
Intercultura; Orientamento,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Partnership e Collaborazioni Strategiche,Diplomacy Education con Global Action,Intercultura | Orientamento
Orientamento; Digitalizzazione,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Metodologie Didattiche Innovative,Educazione Finanziaria con LUMSA,Orientamento | Digitalizzazione
Orientamento; Sostenibilità e Ambiente,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Esperienze Territoriali Significative,La Scuola Vive il Territorio con Polaris,Orientamento | Sostenibilità e Ambiente
Scienze e Ricerca; Orientamento,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Progetti e Attività Esemplari,Didattica Laboratoriale Scienze Naturali,Scienze e Ricerca | Orientamento
Orientamento; Inclusione e BES,Lazio,Roma,Via Delle Sette Chiese 259,RMIS01600N,II Grado,"I Grado, Liceo",Partnership e Collaborazioni Strategiche,Collaborazione con Scuola Polo per l’Inclusione e CFP 'S. Tosi',Orientamento | Inclusione e BES
Orientamento; PCTO/Alternanza,Puglia,Lecce,"Liceo ""Virgilio-Redi""",LEPC13000N,II Grado,Liceo,Progetti e Attività Esemplari,Moduli di Orientamento Formativo (30 ore annuali),Orientamento | PCTO/Alternanza
Orientamento; Valutazione e Autovalutazione,Puglia,Lecce,"Liceo ""Virgilio-Redi""",LEPC13000N,II Grado,Liceo,Progetti e Attività Esemplari,Laboratorio di apprendimento 'Imparare ad imparare',Orientamento | Valutazione e Autovalutazione
Orientamento; Continuità e Accoglienza,Puglia,Lecce,"Liceo ""Virgilio-Redi""",LEPC13000N,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Accordi con Università del Salento e AFAM,Orientamento | Continuità e Accoglienza
Orientamento; Digitalizzazione; Scienze e Ricerca,Puglia,Lecce,"Liceo ""Virgilio-Redi""",LEPC13000N,II Grado,Liceo,Azioni di Sistema e Governance,Dieci ambiti di potenziamento curricolare,Orientamento | Digitalizzazione | Scienze e Ricerca
Lingue Straniere; Orientamento,Lazio,Roma,Ic Via P. Stabilini,RMIC8GA002,"I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Applicazione del metodo CLIL per potenziamento linguistico,Lingue Straniere | Orientamento
Orientamento; Matematica e Logica,Piemonte,Torino,Charles Darwin,TOPS10000T,II Grado,Liceo,Progetti e Attività Esemplari,Percorsi di Preparazione ai Test Universitari,Orientamento | Matematica e Logica
Digitalizzazione; Orientamento,Piemonte,Torino,Charles Darwin,TOPS10000T,II Grado,Liceo,Progetti e Attività Esemplari,Darwin 4.0 - Ambienti di apprendimento innovativi,Digitalizzazione | Orientamento
Orientamento; Inclusione e BES; Digitalizzazione,Piemonte,Torino,Charles Darwin,TOPS10000T,II Grado,Liceo,Progetti e Attività Esemplari,STEM BY STEM - Integrazione multilingue e genere,Orientamento | Inclusione e BES | Digitalizzazione
Orientamento; Sostenibilità e Ambiente; Imprenditorialità,Piemonte,Torino,Charles Darwin,TOPS10000T,II Grado,Liceo,Progetti e Attività Esemplari,Moduli di Orientamento Triennale,Orientamento | Sostenibilità e Ambiente | Imprenditorialità
Orientamento; Scienze e Ricerca,Piemonte,Torino,Charles Darwin,TOPS10000T,II Grado,Liceo,Progetti e Attività Esemplari,Laboratorio di Genomica Applicata,Orientamento | Scienze e Ricerca
